User IP	Timestamp	Latitude	Longitude	Store Category	Store Name	Safety Observations	Useful Information	Place Id	City	Locality	Address	Country	Opening Time	Closing Time	flag	deleted
103.95.82.203	2020-04-07T11:34:53.458Z	28.56232989	77.24473539	Grocery	Gopala's Dairy	Marked areas to stand, distancing maintained, customers can ask for what they want without going into the store	All essential dairy products available. They accept all modes of payment.	ChIJDyPlcrTjDDkRirTb0mF6NPI	New Delhi	Main Market	C-12, Lala Lajpat Rai Rd, Main Market, Block C, Amar Colony, Lajpat Nagar 4, New Delhi, Delhi 110048, India	India	9:00	21:00		
103.95.82.203	2020-04-07T11:36:49.145Z	28.56361068	77.24561121	Grocery	Ashok General Store	Earmarked location for people in queue. Local grocery store.	Limited stock, basic products available. Only CASH payments	ChIJX9W4-rPjDDkRmJumDnN_rVg	New Delhi		G-62, Mahatma Gandhi Marg, Block G, Lajpat Nagar IV, Lajpat Nagar 4, New Delhi, Delhi 110024, India	India	8:00	22:00		
49.207.72.250	2020-04-07T13:27:42.550Z	28.5422619	77.2530847	Grocery	MUNAFA MART	5 people in the store at a time. Only masked people allowed	Restocked daily with essentials	ChIJTzSXbNrjDDkRHILeXjrf-is	New Delhi		F1, Lower Ground Floor, Block F, Kalkaji, New Delhi, Delhi 110019, India	IN				
49.36.140.120	2020-04-07T14:07:41.105Z	28.5416229	77.2542355	Restaurant	F-12		Stock available 	ChIJC5doMNrjDDkR5j-zeInFLv8	New Delhi		F-12, Kalkaji Main Rd, Block F, Kalkaji, New Delhi, Delhi 110019, India	IN	11:36	8:45		
223.225.35.47	2020-04-07T18:38:50.157Z	28.5568868	77.2061721	Other	24x7 Convenience Store, Block A, Green Park Extension, Green Park, New Delhi, Delhi, India		Need Marlboro light (one packet)  I phone cable 	ChIJeQeph23iDDkRmceqIqxf65g	New Delhi	Green Park	A-4, Block A, Green Park Extension, Green Park, New Delhi, Delhi 110016, India	IN				
96.55.149.209	2020-04-05T20:09:53.517Z	49.22873091	-122.892946	Other	Starbucks	Mobile order pickup, open the door and barista is standing there at a table with orders, people line up outside the door in the once seating area	Mobile order pickups only	ChIJtRl4iAJ4hlQRpJHbo44ef_4	New Westminster		415 E Columbia St, New Westminster, BC V3L 0B4, Canada	Canada	18:00	19:00		
96.55.149.209	2020-04-05T20:14:25.098Z	49.2295513	-122.8926124	Grocery	Sapperton Liquor Store	Max 5 people in the store at a time, barriers for cashiers, tape on floor for paying	Well stocked	ChIJEwUb7QJ4hlQRe3m6qYCvvBA	New Westminster		444 E Columbia St, New Westminster, BC V3L 3W9, Canada	CA	10:00	23:00		
96.55.149.209	2020-04-05T20:17:42.823Z	49.2306697	-122.8930153	Restaurant	Sushi Heaven	Order placed on counter for me to pick up following social distancing 	Pickup 10% off, free delivery with order over $30	ChIJsyO52gJ4hlQRCTkN6mhSZaQ	New Westminster		457 E Columbia St, New Westminster, BC V3L 3X6, Canada	CA				
96.55.149.209	2020-04-05T20:20:33.454Z	49.2312628	-122.8930629	Grocery	7-Eleven	Max 10 people in store at a time, lines on sidewalk outside entrance, lines on ground in front of tills, employees wearing gloves	24/7 open	ChIJScdU1AJ4hlQRbQFR00ffLJY	New Westminster		485 E Columbia St Unit #110, New Westminster, BC V3L 3X5, Canada	CA	0:00	0:00		
96.55.149.209	2020-04-05T20:28:25.387Z	49.2291687	-122.8930567	Grocery	Royal Farm Market	No max per store, no marks on ground, no barrier at till, cashier wearing gloves	Selling fresh fruits, veggies and specialty grocer items	ChIJRe5ljgJ4hlQRersmlEI067I	New Westminster		425A E Columbia St, New Westminster, BC V3L 3X3, Canada	CA				
50.98.8.148	2020-04-06T08:10:39.846Z	49.2116739	-122.9235129	Grocery	Walmart Supercentre	They don't limit amount of people inside. Arrows on the floor nobody was following. Nobody reminding people about social distancing	There was no toilet paper or cleaning supplies 	ChIJRaUNbeMFzkwRns-iI76cf90	New Westminster		610 6th St, New Westminster, BC V3L 3C2, Canada	CA				
24.85.105.186	2020-04-06T14:54:17.873Z	49.2225	-122.9147222	Other	BC Liquor Stores	Social distancing in effect, only certain amount of people allowed in store, distanced line outside, glass panels in front of registerd	Store is fairly well stocked and is relatively clean. The line makes it seem busier than it is upon opening	ChIJbZr1weV3hlQRhEe4ZIx6ggI	New Westminster		800 McBride Blvd, New Westminster, BC V3L 2B8, Canada	CA	11:00			
24.90.140.174	2020-04-05T13:40:15.990Z	40.78788134	-73.97722535	Grocery	Broadway Farm		Has everything generally	ChIJnRl9HoRYwokRVrN9AzEraUI	New York		2341 Broadway, New York, NY 10024, USA	United States		20:00		
122.177.186.191	2020-04-01T11:44:02.632Z	28.59731784	77.36945143	Grocery	Quick Pick	They allow only a certain number of people inside at a time. People are asked to queue up outside.	7 am to 12 noon	ChIJ56-JOnrlDDkRtnIcxuKXxFo	Noida	Sector 61	56, Block C, Sector 61, Noida, Uttar Pradesh 201301, India	IN				
49.36.138.137	2020-04-04T14:05:20.369Z	28.5147506	77.3849322	Grocery	Easyday Club	Queue based. Only limited number of customers allowed to be inside the store at once	Availability: 7AM to 7PM. Vegetable stock usually drains up by noon	ChIJncMZI8zpDDkRF5ay-yoAw9g	Noida		Ground Floor, Eldeco Studio, Appt, Sector 93A, Noida, Uttar Pradesh 201304, India	IN				
106.215.55.209	2020-04-05T05:49:54.319Z	28.59731784	77.36945143	Grocery	Quick Pick		Convenient, not much waiting time	ChIJ56-JOnrlDDkRtnIcxuKXxFo	Noida	Sector 61	56, Block C, Sector 61, Noida, Uttar Pradesh 201301, India	IN	7:30	1:00		
103.77.0.159	2020-04-06T11:21:52.696Z	28.54204795	77.37053354	Grocery	Easy Day	Only 4-5 persons allowed at once.	Vegetables are usually available. 	ChIJC0SX8AbmDDkREAlHjjTOnvA	Noida		Vishwakarma Rd, Hazipur, Sector 107, Noida, Uttar Pradesh 201304, India	India	8:00	18:00		
24.87.132.54	2020-03-31T04:50:32.690Z	49.3356661	-123.0397349	Grocery	Save-On-Foods	Following great safety precautions. Sanitizer dispensers around and social distancing enforced. Staff well equipped. 	Almost all shelves are fully stocked. 	ChIJM2hgSgpwhlQRvGJdR3AzYEg	North Vancouver		1199 Lynn Valley Rd #1221, North Vancouver, BC V7J 3H2, Canada	CA				
24.84.16.221	2020-04-02T18:51:26.989Z	49.3114471	-123.024171	Grocery	Superstore North Van	Queues are in place to get in and people are good about social distancing.  They are letting 10 people in the store at a time so mid day is fairly busy. Early evening seems to be better and less of a wait.	They are open 8am to 8pm; shelves are starting to be restocked although there was no baking supplies or TP.  Once you are in there is no pressure to get your goods and leave but they are only taking debit or credit so definitely no cash.  The tills have screens up for the cashiers but payment is easy.	ChIJj2EWfYhwhlQROvdqJ3UiM3s	North Vancouver		333 Seymour Blvd, North Vancouver, BC V7J 2J4, Canada	CA				
174.6.77.228	2020-04-03T07:14:43.789Z	49.3114471	-123.024171	Grocery	Superstore North Van		Bulk food bagged. TP in the morning. Good social distancing.	ChIJj2EWfYhwhlQROvdqJ3UiM3s	North Vancouver		333 Seymour Blvd, North Vancouver, BC V7J 2J4, Canada	CA				
23.16.93.180	2020-04-03T16:28:54.507Z	49.311063	-123.040826	Grocery	555 Brooksbank Ave		Timing, stock	ChIJ2bsre2BwhlQR2HIQDT53axM	North Vancouver		555 Brooksbank Ave, North Vancouver, BC V7J 3S5, Canada	CA				
173.180.26.254	2020-04-04T02:24:59.012Z	49.306063	-123.015601	Grocery	Stong's Market	At entrance, they provide bottles and paper towel to sanitizer carts. No line ups. A smaller market so please be mindful of space between each other.  No reusable bags used but they do offer brown bags. Plastic guard between cashier and customer.	Shelves are quite stocked. Staff replenishing throughout the day. TP shelves still empty.  Pick-up options also available online!	ChIJAxLeWBFzhlQRX9KF-5ObdM8	North Vancouver		2150 Dollarton Hwy, North Vancouver, BC V7H 0B5, Canada					
50.68.109.250	2020-04-04T05:25:43.692Z	49.3386588	-123.1032191	Grocery	Thrifty Foods	Tuesday at 6 pm and then Friday at 5 pm.  No crowds, one way aisles, disinfectant at carts, lots of signage for distancing, although not everyone follows them.	Usual high demand goods not in stock - paper products, baking supplies.  Decent selection of meats and other perishables.	ChIJEQHxHaJvhlQREjLTZ4xYnhA	North Vancouver		3210 Edgemont Blvd, North Vancouver, BC V7R 0A7, Canada					
172.218.23.127	2020-04-04T22:04:38.757Z	49.302804	-123.030242	Other	Ferguson Moving & Storage Ltd | North Vancouver	No masks, no social distancing whatsoever, 3 men packed like sardines in the trucks.	Avoid at all cost.	ChIJ-4nPNY1whlQR6s_UDUcxsPE	North Vancouver		1584 Columbia St, North Vancouver, BC V7J 1A4, Canada	CA	8:00	17:00		
172.218.23.127	2020-04-04T22:07:25.993Z	49.302804	-123.030242	Other	Ferguson Moving & Storage Ltd | North Vancouver	No PPE like masks, 3 men packed like sardines per truck, no social distancing whatsoever.	Avoid at all cost.	ChIJ-4nPNY1whlQR6s_UDUcxsPE	North Vancouver		1584 Columbia St, North Vancouver, BC V7J 1A4, Canada	CA	8:00	17:00		
69.172.159.36	2020-04-04T22:19:39.583Z	49.3100803	-123.0338619	Grocery	Bridge Brewing Company	All of the beer is out self serve style. Tap to pay.  Social distancing practices by staff. 	Full stock of all beers	ChIJ67olRJtwhlQR_VR0S96yej4	North Vancouver		1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada	CA				
50.68.213.223	2020-04-06T01:46:21.337Z	49.317668	-122.96969	Grocery	Meat the Butcher Fine Meats	Two customers in the shop at a time while practicing physical distancing in and out the shop when lining up. 	Call in to order for pick up, can pay by phone or tap. Monday to Saturday 10:30am - 5:00pm	ChIJQXGQh0J6hlQRHxXPfZdCULQ	North Vancouver		112-1151 Mt Seymour Rd, North Vancouver, BC V7H 2Y4, Canada	CA	10:30	17:00		
50.68.213.223	2020-04-06T01:50:08.908Z	49.317668	-122.96969	Grocery	Meat the Butcher Fine Meats	Two customers in the shop at a time, disinfecting high touch surfaces multiple times a day 	Fully stocked meat along with eggs, cheeses, deli, flour, soup ,bone broth, pastas, sausages & other grocery items 	ChIJQXGQh0J6hlQRHxXPfZdCULQ	North Vancouver		112-1151 Mt Seymour Rd, North Vancouver, BC V7H 2Y4, Canada	CA	10:30	17:00		
122.174.46.128	2020-04-01T07:19:16.862Z	12.9300688	80.23434051	Grocery	Pooja's Super Market	No lengthy Queues amidst the lockdown	Yeah Stocked very well	ChIJ9aav0chdUjoRG2WB7lAt7pE	Oggiyamduraipakkam		26, Thiruvallur St, Annani Indira Nagar, Muttukkaranchavadi, Oggiyamduraipakkam, Tamil Nadu 600097, India	IN				
24.108.56.110	2020-04-06T01:53:27.169Z	48.7790741	-123.2816796	Grocery	Tru Value Foods	5 people allowed Inside at a time.  Carts are cleaned.  Line-up usually about 10 people, distancing.	Good stock, 2 tills open.	ChIJU6BY6ndfj1QRxuNZ7YvFz1c	Pender Island		4605 Bedwell Harbour Rd, Pender Island, BC V0N 2M0, Canada	CA	10:00	18:00		
1.187.18.215	2020-04-01T10:12:13.532Z	18.59686816	73.79041085	Grocery	Reliance Fresh	Only 2 people at time Distance maintained in queue Temperature check done Hand sanitizer provided before entering Groceries, vegetables, fruits, personal care etc all available	Opens at 7.30am.	El0yNywgS29rYW5lIENob3drLCBEd2Fya2FkaGVlc2ggR2FyZGVucywgUmFoYXRhbmksIFBpbXByaS1DaGluY2h3YWQsIE1haGFyYXNodHJhIDQxMTAyNywgSW5kaWEiGhIYChQKEglDnwjBHrnCOxEQTRvkEZ9bhRAb	Pimpri-Chinchwad		27, Kokane Chowk, Dwarkadheesh Gardens, Rahatani, Pimpri-Chinchwad, Maharashtra 411027, India	IN				
103.93.196.13	2020-04-04T10:05:32.943Z	18.651273	73.7386294	Grocery	Reliance Smart Superstore - Ravet	Social Distancing observed in queues. Only 5 people allowed at a time 	Usually fruits and vegetables are available in large quantities. Grocery is also available but try to get there early at around 8 before the store opens	ChIJYabAT0C7wjsRT2rO0XUJ_g4	Pimpri-Chinchwad	Ravet	Ravet, Pimpri-Chinchwad, Maharashtra 412101, India	IN				
171.50.226.72	2020-04-06T07:33:29.865Z	18.597346	73.7905	Grocery	Kokane Chowk		Grocery	ElJLb2thbmUgQ2hvd2ssIER3YXJrYWRoZWVzaCBHYXJkZW5zLCBSYWhhdGFuaSwgUGltcHJpLUNoaW5jaHdhZCwgTWFoYXJhc2h0cmEsIEluZGlhIi4qLAoUChIJD8b5wB65wjsRknyJ9WOYLtoSFAoSCQPoHTAZucI7EQ2tRnVLGYZl	Pimpri-Chinchwad		Kokane Chowk, Dwarkadheesh Gardens, Rahatani, Pimpri-Chinchwad, Maharashtra 411027, India	IN				
171.50.226.72	2020-04-06T07:43:36.499Z	18.597346	73.7905	Grocery	Kokane Chowk		11 am to 9 pm	ElJLb2thbmUgQ2hvd2ssIER3YXJrYWRoZWVzaCBHYXJkZW5zLCBSYWhhdGFuaSwgUGltcHJpLUNoaW5jaHdhZCwgTWFoYXJhc2h0cmEsIEluZGlhIi4qLAoUChIJD8b5wB65wjsRknyJ9WOYLtoSFAoSCQPoHTAZucI7EQ2tRnVLGYZl	Pimpri-Chinchwad		Kokane Chowk, Dwarkadheesh Gardens, Rahatani, Pimpri-Chinchwad, Maharashtra 411027, India	IN				
103.133.64.250	2020-04-07T09:49:58.930Z	18.59686816	73.79041085	Other	Reliance Fresh		Shower gel	El0yNywgS29rYW5lIENob3drLCBEd2Fya2FkaGVlc2ggR2FyZGVucywgUmFoYXRhbmksIFBpbXByaS1DaGluY2h3YWQsIE1haGFyYXNodHJhIDQxMTAyNywgSW5kaWEiGhIYChQKEglDnwjBHrnCOxEQTRvkEZ9bhRAb	Pimpri-Chinchwad		27, Kokane Chowk, Dwarkadheesh Gardens, Rahatani, Pimpri-Chinchwad, Maharashtra 411027, India	IN				
72.143.223.186	2020-04-03T15:41:01.204Z	49.254888	-122.7352641	Grocery	Walmart Supercentre	Good Safety precautions and distancing procedures in place. Cleaning self check out between each customer 	Bad customer service,  they said they wouldn’t take returns.  Even though  their website Instructed me to go to this store to return a fridge I ordered online.  Had to speak with 4 people and ask for manager to get it done.       Staff yelling at customers and taking items out of their carts. 	ChIJiTMTkNrKhVQRjL7ceMgi0WY	Port Coquitlam		2150 Hawkins Street Store #1112, Port Coquitlam, BC V3B 0G6, Canada	CA				
173.180.254.119	2020-04-03T23:42:38.414Z	49.254888	-122.7352641	Grocery	Walmart Supercentre		Toilet paper 	ChIJiTMTkNrKhVQRjL7ceMgi0WY	Port Coquitlam		2150 Hawkins Street Store #1112, Port Coquitlam, BC V3B 0G6, Canada	CA				
96.48.248.111	2020-04-04T15:31:04.226Z	49.254888	-122.7352641	Grocery	Walmart Supercentre		Timings	ChIJiTMTkNrKhVQRjL7ceMgi0WY	Port Coquitlam		2150 Hawkins Street Store #1112, Port Coquitlam, BC V3B 0G6, Canada	CA				
96.48.80.162	2020-04-04T15:41:32.445Z	49.2559672	-122.7450152	Grocery	Costco Wholesale POCO	Long lines outside due to crowd control. Allowing only 2 persons per membership card inside. Lots of staff monitoring line ups. Inside is well organized with sanitizing stations and staff are doing a fantastic job with cleaning and helping members keep social distancing. 	Lots of toilet paper but told it does sell out by late afternoon. Limited or no sanitizing stock. Fully stocked with food. 	ChIJQ26l1fHVhVQRS-gkEHKxzao	Port Coquitlam		2370 Ottawa St, Port Coquitlam, BC V3B 7Z1, Canada	CA				
173.180.65.133	2020-04-05T06:26:14.016Z	49.2633528	-122.7808735	Grocery	City Avenue Market	Social distancing fairly well abided by, with tape on the floor to give you an approximation. All staff wearing personal protective equipment, regular sanitation of surfaces, can be tricky to keep distance as aisles are small and it's hard to pass by people in some areas. 	Last 2 times I went toilet paper, then sanitary wipes were out of stock, the toilet paper is expensive bamboo eco stuff, so if you are on a budget, look at a larger department store. Food is in fairly good supply.	ChIJf1dTz6x4hlQRchOENEdu9iA	Port Coquitlam		2627 Shaughnessy St #120, Port Coquitlam, BC V3C 0E1, Canada	CA	9:00	20:00		
50.98.225.71	2020-04-06T05:58:24.644Z	49.2483651	-122.7533454	Other	Gundam Hobby	Offer free no contact delivery within Tri-Cities Area. Store is closed for pick up. Also offer flat rate shipping for $15	Check inventory at our website Gundamhobby.ca	ChIJU8xVw-PVhVQR7O9Z4UFZCOE	Port Coquitlam		1368 Kingsway Ave #1150, Port Coquitlam, BC V3C 6P4, Canada	CA	10:00	12:00		
70.69.241.252	2020-04-07T05:33:47.106Z	49.2559672	-122.7450152	Grocery	Costco Wholesale POCO		Toilet paper, bounty kitchen rolls, garden soil ,sugar, all purpose flour, triple cream brie, camembert cheese ,Gouda,extra fancy salted mixed nuts,	ChIJQ26l1fHVhVQRS-gkEHKxzao	Port Coquitlam		2370 Ottawa St, Port Coquitlam, BC V3B 7Z1, Canada	CA				
142.179.59.90	2020-04-06T06:05:22.380Z	49.2763038	-122.8621944	Other	Stepping 4 Words Learning Center 	Online/Virtual Tutoring Service	For struggling learners 	ChIJO5BhigJ5hlQRQibE2JZokIU	Port Moody		2227 St Johns St Suite 100, Port Moody, BC V3H 2A6, Canada	CA	12:00	18:30		
207.6.180.50	2020-04-06T14:43:39.777Z	49.2911236	-122.8378153	Grocery	101 Parkside Drive		Stock	ChIJpVGPnyV5hlQRWblVluYGOsk	Port Moody		101 Parkside Dr, Port Moody, BC V3H, Canada	CA				
173.180.240.45	2020-04-06T14:36:24.430Z	53.883977	-122.771666	Grocery	Costco Wholesale		Note sure	ChIJ2YwP2EiZiFMR26zadrBkY8M	Prince George		2555 Range Rd, Prince George, BC V2N 4G8, Canada	CA				
157.33.20.52	2020-04-03T14:04:58.887Z	18.5194384	73.9307278	Grocery	STAR Bazaar	Hand sanitizer use for all shoppers , temperature checks before entry. Limited access for shoppers to maintain social distancing 	Coupons distribution from 9:30 - 10 AM. Senior citizens can enter from 10AM. 	ChIJ2ZOsYInBwjsRJVBJn5pTK7Y	Pune	Hadapsar	Magarpatta Police Station Rd, Magarpatta, Hadapsar, Pune, Maharashtra 411027, India	IN				
182.70.53.251	2020-04-04T13:02:19.606Z	18.4599286	73.7856599	Pharmacy	Bharat Medico	Social Distancing clearly marked, staff maintains hygiene sanitizer available.	Morning 10am to Evening 6pm	ChIJW9FIeJmVwjsRISB99xHjTsM	Pune		Nanded, Pune, Maharashtra 411041, India	IN				
182.70.53.251	2020-04-04T13:30:30.248Z	18.4598693	73.7859125	Grocery	Bharat Bazaar	Sanitizer available	Morning 10am to Evening 6pm	ChIJT6hgf5mVwjsRztcs5Xbev9g	Pune	Nanded City	10, Nanded Shivane Link Rd, Nanded City, Ghule Patil Nagar, Nanded, Pune, Maharashtra 411041, India	IN				
182.70.53.251	2020-04-04T14:21:02.250Z	18.4601466	73.7855894	Grocery	Welcome Bhaji Market	Marked social distancing queues.	Morning 10am to Evening 6pm	ChIJ1-lVgJmVwjsREabwoDOFbkI	Pune	Nanded City	Destination Center Road, G- 42, Nanded City Sinhgad Rd, Nanded City, Nanded, Pune, Maharashtra 411041, India	IN				
49.36.48.90	2020-04-06T07:41:28.345Z	18.53998667	73.89330814	Grocery	Bhawani Super Market		Stock available 	ChIJVVVVVQDBwjsRVsFcqpwbHSg	Pune		Shop No 1, Devnagri Apartment,, Koregaon Park, opposite State Bank Training Center, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001, India	India	9:00	21:00		
1.23.238.18	2020-04-06T07:53:30.922Z	18.558248	73.803804	Grocery	Joshi Foods	No crowdy place	10 to 1 pm 	ChIJ03YuCyW_wjsRpWb5uLEWEpE	Pune		Seasons Road, Sri Ram Nagar Society, Aundh, Pune, Maharashtra 411007, India	IN	10:00	13:00		
157.33.126.99	2020-04-06T08:02:31.178Z	18.4919669	73.8615524	Grocery	Suresh Foods		Stock available	ChIJVaHRERnAwjsRBpC4ZccpSHA	Pune		1/5, Kushaba Zanjale Rd, Parsanees Colony, Maharshi Nagar, Pune, Maharashtra 411037, India	IN	6:00	4:30		
66.232.36.110	2020-04-06T08:27:29.195Z	18.5971213	73.8996296	Grocery	Vegetable Market		Sustainable Agricultural Development India Farmers Producer Co. Ltd. Mr. Vijay Dubey Mo No. 9922969939	ChIJcZThptzGwjsRTMW5XvwIG04	Pune		S.No 16/3/A, Opp.Kamal, Lawns, Dhanori Lohagaon Road, Dhanori, Siddartha Nagar, Dhanori, Pune, Maharashtra 411015, India	IN				
66.232.36.110	2020-04-06T08:29:21.074Z	18.5806394	73.8822891	Grocery	Vegetable Market		Open regular timings	ChIJSfTXiCzHwjsRRUS72eGe300	Pune		Dhanori Rd, Anand Park Nagar, Dhanori, Pune, Maharashtra 411015, India	IN				
223.229.236.147	2020-04-06T09:11:21.271Z	18.5574136	73.804545	Grocery	Reliance Fresh		Na	ChIJb7xzGyW_wjsRveHB5VXAMsg	Pune		Showroom no.1 Superme Center Astral court, gaikwad n, Marutirao Gaikwad Nagar, Aundh, Pune, Maharashtra 411007, India	IN	23:40	17:57		
106.220.146.242	2020-04-06T10:04:28.001Z	18.477773	73.889854	Grocery	Hari Om Super Market		6:30 1100	ChIJ-1dndn3qwjsRIrUxW24Yyx8	Pune	Krishnakevalnagar	Ç-2-8, Bramha Estate, Kondhwa Rd, Krishnakevalnagar, Shivneri Nagar, Kondhwa, Pune, Maharashtra 411048, India	IN	6:33	11:00		
103.51.210.183	2020-04-06T10:11:15.559Z	18.55768857	73.80409837	Other	Om Sai Paan Shop 	No Crowd But have Safety 	5	ChIJkzTwGiW_wjsRWWKr1xFqFDE	Pune		202-207, Marutirao Gaikwad Nagar, Aundh, Pune, Maharashtra 411007, India	India	8:30	23:30		
106.193.176.132	2020-04-06T10:27:54.380Z	18.4811909	73.902498	Grocery	Sandesh super shoppee		6:30 1100	ChIJrW3hxXDqwjsR--ZikYaqXgQ	Pune		Salunke Vihar Road, Salunkhe Vihar Society, Kondhwa, Pune, Maharashtra 411048, India	IN	6:29	11:00		
157.33.148.178	2020-04-06T11:05:13.966Z	18.6501398	73.7663846	Restaurant	Kolkata Spice		Bengol food item	ChIJ69utIOG5wjsRQqMafhJMAWQ	Pune		2, Ground Floor, C-3/4, Sunscape Apartments, Shop No, Next to Kerala Bhavan, Akurdi Railway Station Rd, Sector No. 26, Pradhikaran, Nigdi, Pune, Maharashtra 411044, India	IN	10:00	22:34		
157.33.163.189	2020-04-06T11:27:49.306Z	18.472682	73.899576	Grocery	Dorabjee's NIBM		Close	ChIJ7ZBQmWXqwjsRRcnv3m3DtY8	Pune	NIBM Undri Road	The Metropole, Survey No. 25, Hissa No 1,2,3&4, Near, Clover Highlands Undri Rd, NIBM Undri Road, Kondhwa, Pune, Maharashtra 411048, India	IN				
106.193.86.234	2020-04-07T04:04:37.879Z	18.477773	73.889854	Grocery	Hari Om Super Market	Aira bandh	Police has sel area	ChIJ-1dndn3qwjsRIrUxW24Yyx8	Pune	Krishnakevalnagar	Ç-2-8, Bramha Estate, Kondhwa Rd, Krishnakevalnagar, Shivneri Nagar, Kondhwa, Pune, Maharashtra 411048, India	IN				
106.210.152.171	2020-04-07T06:26:42.848Z	18.46637166	73.85933929	Grocery	My choice varties 	HI	Stock are available	ChIJpaTFVrnqwjsRBef-321nSzM	Pune	New Rajgad Society	Hayramva Building, Pune - Bengaluru Hwy, New Rajgad Society, Panchod, Balaji Nagar, Pune, Maharashtra 411043, India	India	7:55	12:51		
157.33.230.8	2020-04-07T06:38:05.231Z	18.5562922	73.8089137	Grocery	Natural Ice Cream	Is closed 	Is closed	ChIJPdDMDTu_wjsRWsnsXl5b_gE	Pune	Parihar Chowk	Ground Floor, 92, Anand Park, ITI Rd, Parihar Chowk, Anand Park, Aundh, Pune, Maharashtra 411007, India	IN	13:05	13:05		
139.5.48.136	2020-04-07T06:52:13.790Z	18.5613876	73.7873637	Grocery	Homeopathic pharmacy 		Medicine	ChIJj1UCH9G-wjsRlUDyCitWqU4	Pune		RamKrishna Homeopathy Seema Park Building, Baner Rd, opp. Sawatamali Mandir, Baner Gaon, Baner, Pune, Maharashtra 411045, India	IN				
175.100.139.28	2020-04-07T08:41:35.023Z	18.5214325	73.8676347	Pharmacy	S K Distributors		Medicine Available 	ChIJHVzWnl3AwjsRyYlD5K39oY0	Pune		Somwar Peth, Pune, Maharashtra, India	IN	10:00	15:00		
106.51.31.65	2020-04-07T09:08:37.445Z	18.59249197	73.80216915	Grocery	Daily needs	 	Grocery	ChIJtXgMwd24wjsRRNq1Pe0VTRg	Pune		105, Rose Icon Society Rd, Kate Vasti Pimple Saudagar, Kunj Colony, Pimple Saudagar, Pune, Maharashtra 411027, India	India				
27.97.135.75	2020-04-07T09:19:17.695Z	18.5622362	73.9080539	Pharmacy	Safelife Medizone		Stock available	ChIJ8XF_uD7BwjsRIWJmUbx6LSQ	Pune		6, Sakore Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India	IN	8:00	23:30		
171.50.197.243	2020-04-07T12:08:46.724Z	18.4416943	73.894329	Grocery	Amir Chicken shop		Pl buy chicken from any other shop	ChIJr6fwpVTqwjsRCXoa-dsYF4k	Pune		Sinhgad Kondwa, Danny Mehata Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India	IN				
103.132.244.172	2020-04-07T12:27:41.758Z	18.614257	73.7850092	Grocery	D mart		All	ChIJY2ezvwe5wjsRVQpIEMMuSIE	Pune		Kalewadi Main Rd, Opposite DMart, Sector No. 34, Pimpri Colony, Pune, Maharashtra 411017, India	IN	9:03	22:03		
111.125.208.91	2020-04-07T13:34:38.251Z	18.5993094	73.7811092	Pharmacy	BALAJI MEDICAL AND GENERAL STORE		Medicines, general store	ChIJORmtzhC5wjsRejx9x94CFeo	Pune		Shop no.8, Metro 9 Building, Plot No. LC 1, Rahatani, opp. Park Street, Kavde Nagar, Rahatani, Pune, Maharashtra 411017, India	IN	8:00	23:00		
103.132.149.143	2020-04-07T15:14:48.325Z	18.518987	73.876841	Grocery	Dorabjee's Camp		Stock	ChIJc2pKXkXAwjsRKJWjDENvDmM	Pune		1-B, Moledina Rd, Camp, Pune, Maharashtra 411001, India	IN				
183.87.152.210	2020-04-08T03:10:36.741Z	18.555953	73.933596	Grocery	Krushna Trading Company Wholsaler		Available	ChIJvaN4pWHBwjsR9bAU0oG_N7E	Pune		Sr.no.36, Yashwantnagar, Kharadi Road, Chandannagar, near Shree Dtta Mandir, Raghavendra Nagar, Kharadi, Pune, Maharashtra 411014, India	IN	11:00	20:00		
49.35.84.191	2020-04-08T03:30:35.114Z	18.4910657	73.8694853	Grocery	Vijay dhanya Bhandar Pune 			ChIJ____vyLAwjsRofMH5wqwmo8	Pune		473/21 B, Gultekdi, Near Giridhar Bhavan Chowk Gultekdi, Badrinarayan Jhanvar Rd, Market Yard, Maharshi Nagar, Pune, Maharashtra 411037, India	IN	9:00	14:00		
223.225.255.67	2020-04-04T17:24:02.764Z	26.72114698	79.71206626	Grocery	Unnamed Road		Timing 	ChIJKbXVmcPgnTkRvI_6bfR-_WU	Puran Purwa		Unnamed Road, Puran Purwa, Uttar Pradesh 209306, India					
223.187.140.253	2020-04-04T13:45:08.012Z	23.3327896	85.3183955	Grocery	Shree Guru Grocery Store		6:30am to 10:00pm	ChIJGch32svh9DkRJ_04ZGn8Vqo	Ranchi		BID-13376, Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834002, India	IN				
223.187.140.253	2020-04-04T15:11:10.483Z	23.3327249	85.3169966	Grocery	Reliance Fresh	Queue system	8:00am - 8:00pm	ChIJNWPWcPDh9DkRIctDAMMooxk	Ranchi		Hinoo Main Rd, Shukla Colony, Ranchi, Jharkhand 834002, India	IN				
108.84.159.140	2020-04-06T15:06:53.360Z	37.486538	-122.2247	Grocery	Grocery Outlet		Eggs!	ChIJORAWDwqjj4AR8MHLHMkuzpU	Redwood City	Staumbaugh Heller	1833 Broadway, Redwood City, CA 94063, USA	US				
